Transaction Date,Buyer First Name,Buyer Last Name,Gender,Buyer Location,Buyer Date of Birth,Payment Method,Quantity Purchased,Product Code,Sales Representative
2/6/2024,James,Rice,Male,San Antonio,11/17/1956,Credit Card,194,Pro05,Katie Stanton
2/4/2024,Brian,Lawrence,Male,Phoenix,4/18/1969,Cash,83,Pro06,Susan Dean
5/30/2024,Roy,Lopez,Male,San Diego,7/11/1995,Mobile Payment,465,Pro06,Katie Stanton
4/14/2024,Lisa,Medina,Male,New York,4/1/1964,Credit Card,58,Pro06,Susan Dean
5/11/2024,Stacey,Thompson,Male,Los Angeles,6/6/1957,Credit Card,297,Pro06,April Watkins
7/9/2024,Cody,King,Male,San Jose,8/22/1970,Cash,131,Pro08,April Watkins
3/12/2024,Kathryn,Bishop,Male,Los Angeles,11/17/1974,Cash,14,Pro01,Elizabeth Guerrero
2/9/2024,Frank,Green,Male,San Antonio,2/25/1979,Cash,270,Pro07,Tracy Lee
5/17/2024,Jamie,Garcia,Male,San Jose,9/30/1990,Mobile Payment,457,Pro07,Sara R.son
3/11/2024,Jennifer,Cain,Female,Los Angeles,7/31/1992,Cash,34,Pro04,Katie Stanton
6/25/2024,Alison,Garcia,Male,San Antonio,9/7/1952,Cash,472,Pro01,Susan Dean
6/19/2024,Tracey,Long,Male,Houston,6/28/1948,Mobile Payment,392,Pro08,Katie Stanton
6/20/2024,Donna,Sweeney,Male,San Antonio,3/3/2000,Debit Card,57,Pro07,Susan Dean
3/22/2024,Louis,Watson,Male,Houston,3/29/1995,Debit Card,326,Pro05,Susan Dean
6/6/2024,Danielle,Scott,Male,San Antonio,7/20/2004,Cash,189,Pro07,Sara R.son
7/12/2024,Rachel,Hester,Male,Phoenix,6/6/2001,Cash,490,Pro10,Katie Stanton
7/2/2024,Brian,Petersen,Male,Philadelphia,6/29/2003,Credit Card,275,Pro02,Susan Dean
7/2/2024,Megan,Gutierrez,Male,Dallas,6/22/1963,Credit Card,389,Pro05,Katie Stanton
1/9/2024,Megan,Jackson,Male,Phoenix,12/21/1949,Debit Card,143,Pro08,Susan Dean
3/17/2024,Lawrence,Nguyen,Male,San Diego,2/12/1958,Debit Card,79,Pro04,April Watkins
3/6/2024,Stephen,Bruce,Male,San Jose,9/13/1954,Debit Card,46,Pro10,April Watkins
6/29/2024,Jennifer,Brady,Female,San Diego,10/25/1972,Cash,246,Pro08,Elizabeth Guerrero
3/24/2024,Cristina,Johnson,Male,Chicago,4/5/1955,Debit Card,191,Pro01,Tracy Lee
6/23/2024,Dan,Brown,Male,San Jose,7/26/1946,Cash,440,Pro09,Sara R.son
7/9/2024,Jessica,Pearson,Male,Philadelphia,8/4/1986,Credit Card,294,Pro06,Katie Stanton
7/25/2024,Adam,Pennington,Male,Philadelphia,8/3/1977,Credit Card,114,Pro01,Susan Dean
3/2/2024,Cheryl,Phillips,Male,Houston,1/22/1945,Cash,490,Pro08,Katie Stanton
3/9/2024,Darius,English,Male,San Diego,12/21/1962,Mobile Payment,36,Pro06,Susan Dean
5/12/2024,Jacob,Rodriguez,Male,Philadelphia,4/9/1976,Debit Card,473,Pro08,Susan Dean
3/4/2024,Dylan,Wilson,Male,Dallas,1/29/1988,Cash,412,Pro04,Sara R.son
4/12/2024,Christopher,Martin,Male,New York,8/29/1964,Mobile Payment,228,Pro01,Katie Stanton
1/29/2024,Erik,Lopez,Male,San Jose,10/2/1978,Mobile Payment,321,Pro07,Susan Dean
2/25/2024,Lisa,Ortiz,Male,Chicago,9/14/2000,Debit Card,428,Pro05,Katie Stanton
1/30/2024,Kenneth,Wright,Male,San Jose,10/26/1986,Credit Card,56,Pro09,Susan Dean
5/3/2024,Destiny,Ramirez,Male,Philadelphia,12/22/1943,Debit Card,74,Pro08,April Watkins
2/14/2024,Allison,Holland,Male,Philadelphia,10/13/1980,Mobile Payment,74,Pro09,April Watkins
3/7/2024,John,Tucker,Male,Dallas,2/24/1985,Debit Card,138,Pro06,Elizabeth Guerrero
2/23/2024,John,Barrett,Male,Phoenix,12/20/1956,Mobile Payment,206,Pro04,Tracy Lee
3/11/2024,Mark,Davis,Male,Los Angeles,6/25/1981,Cash,93,Pro01,Sara R.son
4/26/2024,Randall,Sanders,Male,Dallas,3/7/1996,Mobile Payment,104,Pro08,Katie Stanton
3/18/2024,Robin,Beck,Male,New York,8/9/1974,Credit Card,332,Pro04,Susan Dean
5/1/2024,Nicholas,Fernandez,Male,Houston,7/6/1980,Debit Card,205,Pro02,Katie Stanton
7/8/2024,David,Johnson,Male,New York,9/9/1983,Cash,250,Pro04,Susan Dean
5/26/2024,Steven,Baxter,Male,Dallas,10/13/1973,Mobile Payment,408,Pro08,Susan Dean
7/26/2024,Jacob,Tucker,Male,Phoenix,4/1/1963,Debit Card,56,Pro02,Sara R.son
3/5/2024,Bianca,Austin,Male,Philadelphia,3/15/1976,Credit Card,174,Pro08,Katie Stanton
7/12/2024,Walter,Hunt,Male,New York,4/2/1984,Credit Card,490,Pro06,Susan Dean
5/9/2024,Preston,Berger,Male,Houston,1/10/1973,Debit Card,108,Pro08,Katie Stanton
2/18/2024,Dawn,Moore,Male,San Antonio,9/15/1969,Mobile Payment,391,Pro03,Susan Dean
4/25/2024,Aaron,Hoffman,Male,San Diego,3/26/1976,Mobile Payment,196,Pro08,April Watkins
1/8/2024,Timothy,Houston,Male,Dallas,11/12/2001,Cash,295,Pro07,April Watkins
2/26/2024,Michael,Martin,Male,San Antonio,3/3/1967,Mobile Payment,46,Pro05,Elizabeth Guerrero
4/3/2024,Steven,Guzman,Male,New York,2/25/1945,Mobile Payment,463,Pro05,Tracy Lee
7/25/2024,Suzanne,Matthews,Male,San Diego,12/19/1963,Debit Card,351,Pro06,Sara R.son
1/6/2024,David,Garcia,Male,San Diego,2/7/1978,Mobile Payment,47,Pro02,Katie Stanton
7/4/2024,Jenna,Simon,Male,Los Angeles,7/12/1992,Cash,453,Pro01,Susan Dean
7/7/2024,Mary,Nelson,Female,San Diego,9/22/1975,Mobile Payment,77,Pro05,Katie Stanton
4/15/2024,Carrie,Page,Male,San Jose,3/9/1961,Cash,353,Pro10,Susan Dean
6/16/2024,William,Moody,Male,New York,1/15/1995,Cash,90,Pro04,Susan Dean
5/17/2024,Amanda,Wang,Male,New York,3/26/1978,Debit Card,240,Pro04,Sara R.son
2/5/2024,David,Baldwin,Male,San Antonio,1/21/1982,Debit Card,89,Pro10,Katie Stanton
1/1/2024,Sarah,Bowers,Male,San Antonio,2/26/1945,Credit Card,326,Pro01,Susan Dean
7/26/2024,Stephen,Church,Male,Los Angeles,3/28/1987,Credit Card,376,Pro08,Katie Stanton
3/7/2024,Diana,Martinez,Male,Houston,11/5/1955,Mobile Payment,284,Pro05,Susan Dean
5/1/2024,Jennifer,Singleton,Female,Philadelphia,11/1/1978,Cash,329,Pro10,April Watkins
4/6/2024,Kayla,Welch,Male,Chicago,3/14/1960,Mobile Payment,254,Pro03,April Watkins
4/28/2024,Diana,Martinez,Male,Houston,11/16/1943,Debit Card,45,Pro08,Elizabeth Guerrero
5/4/2024,Justin,Murray,Male,New York,11/21/1973,Credit Card,474,Pro07,Tracy Lee
3/11/2024,Dawn,Stanton,Male,Chicago,10/1/2002,Credit Card,181,Pro02,Sara R.son
5/1/2024,Donald,Carroll,Male,Chicago,3/20/1981,Debit Card,469,Pro03,Katie Stanton
5/26/2024,Diana,Martinez,Male,Houston,7/7/1979,Debit Card,160,Pro06,Susan Dean
6/29/2024,Regina,Martinez,Male,Los Angeles,2/26/1965,Cash,347,Pro04,Katie Stanton
5/27/2024,James,Washington,Male,Philadelphia,3/14/1994,Credit Card,362,Pro03,Susan Dean
3/11/2024,Diana,Martinez,Male,Houston,6/7/1959,Credit Card,480,Pro02,Susan Dean
5/10/2024,Stephanie,Kelly,Male,Los Angeles,8/2/1964,Cash,154,Pro05,Sara R.son
2/17/2024,Teresa,Noble,Male,San Diego,11/5/1974,Debit Card,482,Pro02,Katie Stanton
7/6/2024,Kimberly,Gates,Male,Phoenix,8/16/1997,Credit Card,45,Pro07,Susan Dean
2/17/2024,Diana,Martinez,Male,Houston,2/28/1949,Mobile Payment,316,Pro05,Katie Stanton
3/16/2024,Ebony,Phillips,Male,Chicago,7/13/1981,Cash,277,Pro08,Susan Dean
7/16/2024,Nicole,Olson,Male,Houston,7/2/1992,Debit Card,112,Pro09,April Watkins
6/29/2024,Diana,Martinez,Male,Houston,1/27/1965,Debit Card,427,Pro03,April Watkins
4/1/2024,Matthew,Holden,Male,Los Angeles,4/20/1984,Debit Card,202,Pro01,Elizabeth Guerrero
4/28/2024,Tyler,Wilson,Male,San Antonio,4/25/1951,Debit Card,446,Pro01,Tracy Lee
6/7/2024,David,Brown,Male,Dallas,3/19/2003,Cash,448,Pro08,Sara R.son
4/17/2024,Diana,Martinez,Male,Houston,8/28/2002,Mobile Payment,205,Pro02,Katie Stanton
7/21/2024,Larry,Wheeler,Male,San Jose,5/17/1985,Mobile Payment,422,Pro01,Susan Dean
7/1/2024,Diana,Martinez,Male,Houston,9/20/1986,Cash,300,Pro06,Katie Stanton
4/28/2024,Bonnie,Riggs,Male,San Antonio,11/30/1986,Cash,216,Pro05,Susan Dean
1/13/2024,Michael,Hardin,Male,Los Angeles,7/2/1976,Debit Card,317,Pro07,Susan Dean
1/17/2024,Diana,Martinez,Male,Houston,7/29/1987,Credit Card,43,Pro04,Sara R.son
2/9/2024,Victoria,Mendoza,Male,Los Angeles,2/9/2002,Debit Card,42,Pro07,Katie Stanton
7/24/2024,Courtney,Ortiz,Male,Chicago,5/14/1950,Cash,32,Pro01,Susan Dean
3/4/2024,Brian,Hardin,Male,San Jose,5/4/1977,Cash,101,Pro10,Katie Stanton
5/18/2024,R.,Hernandez,Male,San Antonio,9/17/1983,Cash,398,Pro02,Susan Dean
4/23/2024,Alexander,Smith,Male,San Jose,11/30/1950,Mobile Payment,14,Pro06,April Watkins
7/10/2024,Mary,Rodriguez,Female,Philadelphia,9/16/1979,Credit Card,96,Pro09,April Watkins
1/4/2024,Matthew,Hughes,Male,San Diego,1/3/1965,Credit Card,411,Pro06,Elizabeth Guerrero
7/6/2024,Diana,Martinez,Male,Houston,2/25/1961,Mobile Payment,193,Pro10,Tracy Lee
3/2/2024,Brittany,Reid,Other,San Jose,2/16/1966,Credit Card,69,Pro02,Sara R.son
6/24/2024,R.,Hernandez,Other,San Antonio,7/18/1953,Debit Card,91,Pro06,Katie Stanton
2/24/2024,Alexander,Smith,Other,San Jose,7/30/1973,Mobile Payment,131,Pro03,Susan Dean
5/23/2024,Mary,Rodriguez,Other,Philadelphia,10/30/1957,Credit Card,345,Pro08,Katie Stanton
5/1/2024,Matthew,Hughes,Male,San Diego,9/20/1983,Debit Card,117,Pro09,Susan Dean
7/8/2024,Diana,Martinez,Other,Houston,8/18/1984,Credit Card,50,Pro09,Susan Dean
4/13/2024,Philip,Meyers,Male,San Jose,1/4/1999,Mobile Payment,439,Pro06,Sara R.son
2/17/2024,Sarah,Foster,Other,Phoenix,10/26/1974,Mobile Payment,74,Pro05,Katie Stanton
6/15/2024,R.,Hernandez,Male,San Antonio,11/20/1978,Debit Card,494,Pro02,Susan Dean
1/1/2024,Alexander,Smith,Other,San Jose,6/27/1973,Credit Card,177,Pro01,Katie Stanton
5/22/2024,Mary,Rodriguez,Other,Philadelphia,2/19/1951,Credit Card,220,Pro05,Susan Dean
4/14/2024,Matthew,Hughes,Male,San Diego,9/17/1990,Mobile Payment,64,Pro01,April Watkins
2/20/2024,Diana,Martinez,Male,Houston,8/18/1952,Credit Card,188,Pro09,April Watkins
4/21/2024,Jennifer,Mitchell,Female,San Antonio,12/25/1981,Mobile Payment,135,Pro03,Elizabeth Guerrero
3/15/2024,Edward,Williams,Male,Dallas,11/28/1953,Cash,133,Pro04,Tracy Lee
3/22/2024,Michael,Brown,Other,Chicago,3/27/1966,Debit Card,298,Pro02,Sara R.son
1/28/2024,Zachary,Cruz,Male,Houston,10/17/1994,Debit Card,328,Pro03,Katie Stanton
4/20/2024,Benjamin,Reed,Other,San Diego,4/4/1995,Debit Card,388,Pro06,Susan Dean
7/13/2024,Stephanie,Anderson,Other,Dallas,8/3/2001,Debit Card,326,Pro03,Katie Stanton
5/2/2024,Charles,Leach,Male,Phoenix,12/4/1999,Mobile Payment,387,Pro07,Susan Dean
5/4/2024,Virginia,Hicks,Male,Dallas,9/27/1959,Cash,82,Pro02,Susan Dean
7/7/2024,Brenda,Olson,Female,San Diego,1/22/1963,Debit Card,204,Pro03,Sara R.son
4/27/2024,Steven,Archer,Male,Los Angeles,11/1/1985,Cash,224,Pro08,Katie Stanton
6/2/2024,Stephanie,Mcfarland,Other,Houston,3/30/1948,Credit Card,71,Pro03,Susan Dean
1/21/2024,Wayne,Young,Male,San Antonio,4/4/1957,Credit Card,240,Pro04,Katie Stanton
7/3/2024,Noah,Foster,Male,Philadelphia,5/22/1960,Cash,328,Pro01,Susan Dean
7/13/2024,Anne,Murphy,Other,Philadelphia,10/29/1980,Mobile Payment,33,Pro01,April Watkins
2/16/2024,Diane,Lewis,Other,Chicago,10/29/1983,Debit Card,321,Pro01,April Watkins
7/16/2024,Charles,Bowers,Male,San Antonio,5/16/1982,Cash,20,Pro04,Elizabeth Guerrero
5/22/2024,Jessica,Ortega,Male,Dallas,10/24/1943,Credit Card,194,Pro03,Tracy Lee
7/23/2024,Anne,Singh,Male,Houston,12/31/1950,Mobile Payment,140,Pro09,Sara R.son
3/30/2024,Angela,Gaines,Male,San Antonio,9/9/2000,Mobile Payment,285,Pro01,Travis Doyle
4/29/2024,Kenneth,Tran,Male,Houston,3/31/1974,Mobile Payment,35,Pro01,Joseph Hill
3/21/2024,Claudia,Hernandez,Male,San Antonio,6/4/2004,Cash,410,Pro03,April Watkins
3/5/2024,Susan,Watkins,Female,Chicago,8/14/1944,Cash,443,Pro03,Travis Doyle
4/5/2024,Megan,Nunez,Male,Chicago,9/20/2002,Mobile Payment,339,Pro03,Joseph Hill
5/26/2024,Jeffery,Todd,Male,Los Angeles,12/14/1953,Debit Card,255,Pro07,April Watkins
6/15/2024,Joshua,Cline,Male,New York,6/3/1958,Cash,484,Pro05,Travis Doyle
5/24/2024,Crystal,Olson,Male,Philadelphia,11/26/1961,Credit Card,42,Pro03,Joseph Hill
7/26/2024,Donna,Martinez,Male,Los Angeles,8/15/1987,Cash,41,Pro06,April Watkins
2/4/2024,Christopher,Chang,Male,Chicago,2/14/1944,Cash,367,Pro03,Travis Doyle
4/29/2024,Diane,Gaines,Male,Phoenix,12/6/1977,Cash,311,Pro04,Joseph Hill
6/9/2024,James,Shepherd,Male,Philadelphia,7/30/1985,Mobile Payment,282,Pro09,April Watkins
1/22/2024,Kevin,Gordon,Male,San Antonio,11/11/1967,Debit Card,70,Pro04,Travis Doyle
6/29/2024,Michael,Johnson,Male,San Diego,2/26/1979,Debit Card,398,Pro04,Joseph Hill
1/1/2024,James,Lynch,Other,San Jose,12/2/1994,Mobile Payment,10,Pro03,April Watkins
6/25/2024,Michelle,Mcdonald,Male,Los Angeles,6/26/1999,Debit Card,345,Pro05,Travis Doyle
1/24/2024,Leslie,Lee,Male,New York,2/8/1996,Mobile Payment,192,Pro05,Joseph Hill
4/9/2024,Justin,Tucker,Male,San Jose,2/14/1991,Cash,500,Pro07,April Watkins
3/7/2024,Katie,Rice,Male,Los Angeles,7/25/2001,Cash,49,Pro03,Travis Doyle
4/15/2024,Keith,Robinson,Other,Phoenix,9/13/1946,Debit Card,86,Pro09,Joseph Hill
4/24/2024,Heather,Flores,Male,Dallas,10/14/1970,Debit Card,305,Pro05,April Watkins
6/30/2024,Samantha,Hicks,Other,San Diego,6/22/1991,Cash,32,Pro10,Travis Doyle
1/1/2024,Gregg,Chavez,Male,San Jose,11/4/1989,Credit Card,432,Pro07,Joseph Hill
7/8/2024,Roy,Davis,Other,Houston,9/23/1953,Cash,479,Pro02,April Watkins
4/11/2024,Alan,Sherman,Male,Houston,9/24/2005,Cash,165,Pro06,Travis Doyle
6/20/2024,Joseph,Andrews,Other,Los Angeles,10/7/2005,Credit Card,329,Pro01,Joseph Hill
2/17/2024,Adam,Boyle,Male,San Antonio,10/27/1967,Credit Card,204,Pro07,April Watkins
4/15/2024,Francisco,Mcneil,Other,Dallas,1/16/2005,Debit Card,117,Pro06,Travis Doyle
6/15/2024,Debra,Brown,Male,Philadelphia,5/11/1972,Credit Card,337,Pro09,Joseph Hill
2/4/2024,Christina,Williams,Other,Los Angeles,1/30/2006,Debit Card,12,Pro03,April Watkins
2/22/2024,Rodney,Torres,Other,Houston,4/5/1984,Mobile Payment,235,Pro01,Travis Doyle
4/22/2024,William,Hopkins,Male,Philadelphia,12/19/1953,Debit Card,50,Pro09,Joseph Hill
4/6/2024,Danielle,Lang,Other,Dallas,6/11/1977,Credit Card,443,Pro10,April Watkins
6/25/2024,Michael,Palmer,Other,Chicago,9/8/1994,Cash,232,Pro01,Travis Doyle
5/18/2024,Stacey,Franklin,Other,Houston,9/26/1944,Mobile Payment,334,Pro03,Joseph Hill
6/3/2024,Jack,Hodge,Male,San Antonio,11/6/1982,Debit Card,42,Pro02,April Watkins
6/24/2024,Zachary,Phillips,Other,Chicago,12/20/1957,Cash,46,Pro08,Travis Doyle
1/4/2024,Charles,Thompson,Other,San Jose,12/15/1954,Mobile Payment,308,Pro09,Joseph Hill
4/11/2024,Laura,Hanson,Male,New York,6/19/1972,Debit Card,154,Pro09,April Watkins
4/20/2024,Crystal,Soto,Other,Los Angeles,12/24/1999,Mobile Payment,256,Pro02,Travis Doyle
7/7/2024,R.,Smith,Male,Phoenix,9/5/2005,Credit Card,32,Pro03,Joseph Hill
5/16/2024,Earl,Gonzalez,Other,Chicago,2/23/1986,Cash,435,Pro10,April Watkins
7/23/2024,Cynthia,Bond,Other,Philadelphia,12/30/1969,Cash,426,Pro09,Travis Doyle
5/28/2024,Mark,Parker,Other,San Jose,11/14/2003,Credit Card,170,Pro05,Joseph Hill
2/17/2024,Randy,Jimenez,Other,Dallas,6/13/1965,Cash,363,Pro04,April Watkins
6/2/2024,William,Franklin,Other,New York,11/20/1954,Cash,71,Pro04,Travis Doyle
1/4/2024,Tammy,Carey,Male,Phoenix,4/12/1994,Cash,257,Pro07,Joseph Hill
7/7/2024,Erin,Potts,Other,San Antonio,10/7/1943,Mobile Payment,374,Pro04,April Watkins
7/16/2024,Amy,Hernandez,Other,Chicago,4/14/1981,Mobile Payment,139,Pro03,Travis Doyle
1/7/2024,Travis,Greene,Other,Houston,6/30/1991,Credit Card,406,Pro01,Joseph Hill
3/18/2024,Patrick,West,Other,Chicago,5/22/1949,Mobile Payment,488,Pro05,April Watkins
7/19/2024,Tiffany,Nunez,Other,Philadelphia,11/1/2001,Mobile Payment,158,Pro06,Travis Doyle
4/9/2024,Briana,Davis,Male,Houston,10/1/1992,Credit Card,365,Pro03,Joseph Hill
1/5/2024,Michael,King,Other,Philadelphia,12/2/1946,Debit Card,238,Pro05,April Watkins
1/30/2024,Steven,Dillon,Other,San Jose,1/9/1944,Credit Card,34,Pro05,Travis Doyle
6/25/2024,Frank,Porter,Other,San Diego,11/4/2004,Cash,181,Pro04,Joseph Hill
3/3/2024,Jill,Adams,Other,Los Angeles,5/12/1958,Debit Card,420,Pro01,April Watkins
4/23/2024,Edward,Olsen,Other,San Antonio,12/6/1976,Debit Card,419,Pro05,Travis Doyle
6/11/2024,Daniel,Keller,Other,San Jose,3/1/1965,Credit Card,170,Pro08,Joseph Hill
2/7/2024,Jonathan,Thompson,Male,Chicago,10/30/1955,Debit Card,85,Pro06,April Watkins
2/19/2024,Michael,Richardson,Male,San Antonio,3/3/2003,Credit Card,268,Pro05,Travis Doyle
1/5/2024,Adrienne,Cunningham,Male,New York,5/5/1971,Mobile Payment,232,Pro04,Joseph Hill
1/3/2024,Diana,Herrera,Male,San Diego,6/15/1985,Debit Card,457,Pro03,April Watkins
3/29/2024,Martha,Adams,Male,Phoenix,4/24/2006,Credit Card,226,Pro10,Travis Doyle
4/22/2024,James,Landry,Male,Philadelphia,8/22/1995,Cash,441,Pro02,Joseph Hill
1/16/2024,Anna,Gonzales,Male,Los Angeles,5/8/1990,Credit Card,308,Pro08,April Watkins
6/7/2024,Courtney,Guerrero,Male,New York,8/27/1962,Debit Card,433,Pro04,Travis Doyle
4/14/2024,Rebecca,Moore,Male,Houston,9/27/1998,Cash,450,Pro03,Joseph Hill
1/14/2024,Michael,Andrews,Male,Houston,3/15/2000,Credit Card,112,Pro01,April Watkins
1/20/2024,Joshua,Hebert,Male,Philadelphia,7/22/1951,Mobile Payment,417,Pro02,Travis Doyle
3/15/2024,John,Alexander,Male,Houston,12/23/1978,Debit Card,442,Pro08,Joseph Hill
6/11/2024,Maureen,Edwards,Male,Los Angeles,3/29/1954,Mobile Payment,207,Pro08,April Watkins
6/21/2024,Theresa,Anderson,Male,Phoenix,5/10/1985,Debit Card,80,Pro05,Travis Doyle
5/23/2024,Donna,Fletcher,Male,Phoenix,10/7/1988,Mobile Payment,485,Pro02,Joseph Hill
6/23/2024,Jose,Lynch,Male,Phoenix,1/7/1967,Cash,22,Pro03,April Watkins
6/20/2024,Daniel,Williams,Male,New York,3/18/1968,Credit Card,144,Pro06,Travis Doyle
4/19/2024,Pedro,Walsh,Male,Dallas,9/6/1987,Credit Card,477,Pro04,Joseph Hill
5/20/2024,Carla,Navarro,Male,Phoenix,3/29/1991,Debit Card,104,Pro07,April Watkins
4/6/2024,Brian,Padilla,Male,Los Angeles,2/14/1958,Cash,137,Pro06,Travis Doyle
6/21/2024,Robin,Thornton,Male,San Antonio,3/9/1952,Credit Card,34,Pro03,Joseph Hill
6/16/2024,Daniel,Wilson,Male,San Diego,9/26/1945,Debit Card,224,Pro10,April Watkins
4/23/2024,Stephanie,Ortiz,Male,Los Angeles,7/16/2000,Debit Card,414,Pro09,Travis Doyle
6/6/2024,Karen,Brennan,Male,San Antonio,8/23/1985,Mobile Payment,34,Pro06,Joseph Hill
3/16/2024,Vanessa,Williams,Male,Philadelphia,10/24/1997,Mobile Payment,268,Pro05,April Watkins
1/31/2024,Janet,Wall,Male,Dallas,6/26/1944,Cash,130,Pro02,Travis Doyle
6/12/2024,Jennifer,Pearson,Female,Philadelphia,5/24/1944,Credit Card,234,Pro09,Joseph Hill
3/4/2024,Charles,Stevens,Male,Dallas,10/15/1990,Cash,15,Pro03,April Watkins
1/2/2024,Jason,Watkins,Male,San Diego,4/27/1962,Mobile Payment,67,Pro07,Travis Doyle
4/20/2024,Michael,Haynes,Male,Houston,2/12/1986,Debit Card,135,Pro09,Joseph Hill
6/28/2024,Richard,Stanley,Male,San Antonio,4/16/1972,Debit Card,78,Pro10,April Watkins
4/26/2024,Bobby,Christian,Male,Los Angeles,2/27/1946,Debit Card,469,Pro07,Travis Doyle
2/23/2024,Gregory,Velasquez,Male,Philadelphia,9/17/1999,Mobile Payment,210,Pro01,Joseph Hill
2/17/2024,Kyle,Thomas,Male,Houston,7/2/1980,Credit Card,27,Pro06,April Watkins
5/18/2024,Joseph,Johnson,Male,Dallas,1/7/2000,Credit Card,109,Pro08,Travis Doyle
6/27/2024,Jeffrey,Woods,Male,San Jose,12/18/1959,Credit Card,279,Pro09,Joseph Hill
6/23/2024,Eric,Wang,Male,New York,9/19/1945,Mobile Payment,117,Pro02,April Watkins
6/12/2024,Alexis,Lamb,Male,San Diego,12/23/1945,Credit Card,213,Pro04,Travis Doyle
5/1/2024,Shawn,Richard,Male,Los Angeles,6/13/1947,Debit Card,206,Pro10,Joseph Hill
3/14/2024,Susan,Baker,Female,New York,11/21/1967,Credit Card,264,Pro01,April Watkins
5/5/2024,Kendra,Griffin,Male,New York,9/10/1993,Credit Card,425,Pro04,Travis Doyle
5/4/2024,Jason,Harris,Male,San Antonio,7/24/1951,Credit Card,264,Pro08,Joseph Hill
1/30/2024,Katrina,Williams,Male,Houston,12/7/2002,Debit Card,23,Pro04,April Watkins
5/25/2024,David,Stewart,Male,Los Angeles,7/18/1961,Debit Card,421,Pro09,Travis Doyle
6/24/2024,Brooke,Weiss,Male,Dallas,8/14/1958,Mobile Payment,241,Pro09,Joseph Hill
4/8/2024,Brenda,Williamson,Female,San Diego,1/22/1964,Cash,71,Pro08,April Watkins
5/29/2024,Kelly,Cooley,Male,New York,11/20/1962,Credit Card,24,Pro04,Travis Doyle
6/30/2024,Scott,Thomas,Male,Phoenix,2/8/1992,Mobile Payment,158,Pro07,Joseph Hill
6/18/2024,Marissa,Kramer,Male,Houston,5/4/1945,Cash,380,Pro03,April Watkins
2/20/2024,Jacob,Cross,Male,San Diego,5/5/1968,Cash,390,Pro05,Travis Doyle
6/17/2024,Gregory,Gutierrez,Male,Phoenix,10/5/1972,Credit Card,205,Pro06,Joseph Hill
5/15/2024,Travis,Hernandez,Male,San Diego,11/22/1998,Credit Card,142,Pro05,April Watkins
7/17/2024,R.,Rice,Male,Dallas,1/26/1977,Mobile Payment,304,Pro08,Travis Doyle
1/10/2024,Colleen,Walker,Male,Philadelphia,3/6/1997,Mobile Payment,103,Pro05,Joseph Hill
4/25/2024,Paige,Barnes,Male,Phoenix,4/30/1949,Debit Card,254,Pro09,April Watkins
5/26/2024,Gerald,Nguyen,Male,San Diego,9/10/1965,Credit Card,203,Pro07,Travis Doyle
4/3/2024,Jessica,Hanna,Male,Dallas,1/31/1970,Debit Card,175,Pro01,Joseph Hill
5/7/2024,Melissa,Myers,Male,Chicago,6/10/1991,Credit Card,271,Pro03,April Watkins
5/21/2024,Sandra,Ross,Male,San Diego,5/13/1990,Debit Card,456,Pro10,Travis Doyle
7/28/2024,Elizabeth,Williams,Female,Chicago,10/23/1947,Debit Card,199,Pro09,Joseph Hill
6/21/2024,Martin,Harrison,Male,Philadelphia,2/13/1976,Debit Card,301,Pro09,April Watkins
1/18/2024,Darren,Patel,Male,Los Angeles,2/25/1967,Cash,95,Pro05,Travis Doyle
4/10/2024,Oscar,Guzman,Male,San Antonio,7/6/1970,Credit Card,17,Pro09,Joseph Hill
4/8/2024,Billy,Perez,Male,Houston,11/27/1991,Debit Card,498,Pro07,April Watkins
2/13/2024,Sheila,Maldonado,Male,Philadelphia,1/26/2003,Credit Card,390,Pro09,Travis Doyle
4/27/2024,Joshua,Mcclure,Male,San Diego,12/1/1975,Cash,59,Pro10,Joseph Hill
2/26/2024,Mark,Bird,Male,San Diego,11/23/1981,Debit Card,360,Pro02,April Watkins
3/2/2024,Rachel,Salazar,Male,Los Angeles,4/14/1967,Cash,14,Pro02,Travis Doyle
1/6/2024,Ivan,Hill,Male,San Antonio,10/22/1977,Mobile Payment,168,Pro04,Joseph Hill
4/7/2024,Andrea,Williams,Male,Dallas,5/21/1958,Cash,368,Pro05,April Watkins
6/13/2024,Kevin,Ferguson,Male,San Antonio,8/6/1961,Mobile Payment,88,Pro06,Travis Doyle
7/28/2024,Matthew,Rogers,Male,Chicago,2/5/2004,Debit Card,362,Pro10,Joseph Hill
2/8/2024,Alexis,Padilla,Male,San Antonio,6/12/1967,Cash,190,Pro10,April Watkins
3/27/2024,Timothy,Cook,Male,Los Angeles,6/15/1998,Cash,289,Pro02,Travis Doyle
3/26/2024,R.o,Choi,Male,Los Angeles,7/27/1986,Credit Card,396,Pro10,Joseph Hill
4/27/2024,Brandy,Jacobson,Male,San Diego,2/17/1950,Debit Card,41,Pro10,April Watkins
5/27/2024,Diane,Williams,Male,San Diego,3/7/1956,Debit Card,39,Pro07,Travis Doyle
3/8/2024,Nancy,Stone,Male,Los Angeles,5/13/1952,Cash,282,Pro03,Joseph Hill
7/17/2024,Anthony,Gardner,Male,Dallas,9/16/2000,Cash,79,Pro01,April Watkins
1/19/2024,Brian,Patel,Male,Chicago,1/25/1947,Debit Card,76,Pro09,Travis Doyle
